Name,AdmArea,District,Address,PublicPhone,SeatsCount,Longitude_WGS84,Latitude_WGS84
ресторан «Дискавери»,Центральный административный округ,район Замоскворечье,"Новокузнецкая улица, дом 24, строение 2",(495) 953-39-93,40,37.6323134338687240,55.7354654515971650
ресторан «Виктория»,Центральный административный округ,район Замоскворечье,"1-й Щипковский переулок, дом 30",(499) 236-33-63,50,37.6325721703735140,55.7244258984206700
кафе «Пронто»,Центральный административный округ,район Замоскворечье,"Климентовский переулок, дом 10, строение 2",(926) 571-89-79,180,37.6273690295613220,55.7410084708045590
РЕСТОРАН «ТУРИСТ»,Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 17, корпус 3",(499) 187-68-18,130,37.6338813350850000,55.8376875777699000
Кафе БЕЛЛА-ЛЮКС,Северо-Восточный административный округ,район Свиблово,"проезд Русанова, дом 17",(495) 189-00-89,98,37.6439842210825000,55.8561011796291000
Кафе КРАНЦЛЕР гостиницы Балчуг,Центральный административный округ,район Замоскворечье,"улица Балчуг, дом 5",(495) 287-20-00,80,37.6260809296878730,55.7472716519262760
ресторан «Гроссбир»,Центральный административный округ,район Замоскворечье,"Большой Овчинниковский переулок, дом 18, строение 2",(499) 238-88-32,85,37.6301034781040400,55.7436361304288330
ресторан « MY PLACE»,Центральный административный округ,район Замоскворечье,"Космодамианская набережная, дом 52, строение 3",(495) 725-40-53,17,37.6452100198056100,55.7324199222920100
ШАБАДА,Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26",(499) 187-93-72,90,37.6410782817190000,55.8374944237847000
ОАЗИС,Восточный административный округ,район Богородское,"Бойцовая улица, дом 8",(499) 160-17-10,48,37.7180481169219000,55.8109211016188000
Теплица,Центральный административный округ,Красносельский район,"Орликов переулок, дом 2",(915) 245-05-05,230,37.6473058905145660,55.7702299980958930
Страдивари,Центральный административный округ,Красносельский район,"Верхняя Красносельская улица, дом 8, корпус 3",(495) 940-82-19,65,37.6602232041141960,55.7846460046224310
ООО «Фантоцци РУС»,Восточный административный округ,район Вешняки,"Вешняковская улица, дом 18А",(495) 211-03-03,160,37.8251139721789900,55.7233415929273050
кафе «Тануки»,Центральный административный округ,район Замоскворечье,"Пятницкая улица, дом 53/18, строение 1",(495) 951-69-73,50,37.6279835633063020,55.7349063021670260
Примавера,Северо-Восточный административный округ,район Южное Медведково,"проезд Дежнёва, дом 13",(499) 760-00-21,80,37.6419401343124000,55.8707041456325000
НИЯМА,Северо-Восточный административный округ,Ярославский район,"улица Красная Сосна, дом 2А",(495) 780-75-01,98,37.6747087586437000,55.8481501666089000
АНТАЛИЯ,Северо-Восточный административный округ,район Южное Медведково,"проезд Дежнёва, дом 29, корпус 1",(901) 519-86-84,80,37.6323380695411000,55.8699308129005000
Ресторан «ЗАМОК»,Восточный административный округ,район Вешняки,"Снайперская улица, дом 9",(495) 373-11-11,160,37.8134701661782420,55.7217165994420820
ЧАЙХАНА «КИШМИШ»,Центральный административный округ,район Арбат,"улица Новый Арбат, дом 28",(495) 290-06-70,140,37.5849580206401160,55.7528980792485530
кафе «ПИВ-ПАБ»,Восточный административный округ,район Перово,"Перовская улица, дом 33, корпус 1",(495) 306-01-90,35,37.7757235990594000,55.7475362231140000
Ресторан «ЭКСПОПРИМ»,Центральный административный округ,Пресненский район,"1-й Красногвардейский проезд, дом 13, строение 9",(499) 259-81-45,295,37.5388991992416000,55.7512795879621000
ПЕРОВСКИЙ ДВОРИК,Восточный административный округ,район Перово,"улица Лазо, дом 7",(495) 309-53-74,50,37.7730002394945000,55.7430975826385000
Ресторан «ИП Габлия И.М.»,Центральный административный округ,Пресненский район,"улица Антонова-Овсеенко, дом 6, строение 1",(499) 259-74-43,98,37.5363751394544000,55.7572811401941000
КОКТЕЙЛЬ-БАР,Центральный административный округ,район Арбат,"улица Новый Арбат, дом 24",(495) 780-00-58,40,37.5876020412995050,55.7530968437158020
ДВЕ ПАЛОЧКИ,Центральный административный округ,район Арбат,"улица Новый Арбат, дом 19",(495) 625-11-24,100,37.5885460066976690,55.7519450489525500
ИТАЛИЯ,Центральный административный округ,район Арбат,"улица Арбат, дом 45/24",(916) 341-83-59,80,37.5883723917945430,55.7478996724704810
Ресторан «СТОЛОВАЯ ПРИ КОНСЕРВАТОРИИ»,Центральный административный округ,Пресненский район,"Большая Никитская улица, дом 13",(495) 747-24-65,100,37.6050638196236000,55.7564806812760000
БАPAШКА,Центральный административный округ,район Арбат,"улица Новый Арбат, дом 21",(495) 625-28-92,48,37.5855933925953710,55.7519933029514120
ПОГРЕБОК,Восточный административный округ,район Перово,"Новогиреевская улица, дом 31/45",(495) 302-32-76,95,37.8002112778471000,55.7540376692254000
Ресторан «Абхазия»,Восточный административный округ,район Северное Измайлово,"5-я Парковая улица, дом 54, корпус 2",(495) 652-36-42,40,37.7888020502183000,55.8031635674381000
Ресторан «ОМАР ХАЙЯМ»,Восточный административный округ,район Северное Измайлово,"Щёлковское шоссе, дом 94",(495) 468-93-79,95,37.8259345518170000,55.8119422727615000
Ресторан «СТАРЫЙ БАКУ»,Восточный административный округ,район Северное Измайлово,"13-я Парковая улица, дом 36",(495) 965-87-00,74,37.8122874723498000,55.8069924357855000
Ресторан «Экспресс»,Центральный административный округ,Пресненский район,"Краснопресненская набережная, дом 12",(916) 555-26-62,140,37.5572792947420100,55.7552069197829570
Ресторан «Ахилес»,Восточный административный округ,район Северное Измайлово,"Сиреневый бульвар, дом 23А",(499) 748-23-58,56,37.7933618055410000,55.8031756274566000
Ресторан «Муз кафе»,Восточный административный округ,район Северное Измайлово,"Щёлковское шоссе, дом 12, корпус 1",(499) 165-58-19,82,37.7697583662108000,55.8064739024335000
Ресторан «Эгоист-Голд»,Центральный административный округ,Пресненский район,"Садовая-Кудринская улица, дом 26/40, строение 1",(499) 699-29-14,170,37.5889774786065000,55.7630795611952000
Ресторан «IL CUCIRINO»,Центральный административный округ,Пресненский район,"улица Спиридоновка, дом 24/1",(499) 291-93-98,48,37.5918607569774000,55.7616571627566000
Ресторан «ШАМПАНЬ»,Центральный административный округ,Пресненский район,"Большая Никитская улица, дом 12, строение 1",(495) 629-53-25,80,37.6064673955443000,55.7565261583532000
Джорджия Вояж,Восточный административный округ,район Соколиная Гора,"проспект Будённого, дом 1/1, корпус 2",(495) 365-33-80,96,37.7233346925805000,55.7785141308142000
БУХАРОВ КАФЕ-ПРЕМИУМ,Центральный административный округ,Тверской район,"Большой Каретный переулок, дом 11",(495) 609-57-50,100,37.6162145585806000,55.7711890999380000
Ресторан «CORREAS»,Центральный административный округ,Пресненский район,"Большая Грузинская улица, дом 32-34, строение 3",(495) 205-91-00,48,37.5791605936121000,55.7671205991696000
ЭЛЬ ПОРТЕР,Центральный административный округ,Тверской район,"улица Большая Дмитровка, дом 7/5, строение 2",(495) 628-09-11,80,37.6148966288896000,55.7607771598251000
Ресторан «Бланк кафе - BlancCafe»,Центральный административный округ,Пресненский район,"улица Трёхгорный Вал, дом 5",(495) 727-02-07,100,37.5597306715081000,55.7584887478117000
САХЛИ,Центральный административный округ,Тверской район,"Большой Каретный переулок, дом 6",(495) 699-91-74,40,37.6163769978997000,55.7704928990061000
МАШТОЦ,Центральный административный округ,Тверской район,"Цветной бульвар, дом 7, строение 1",(495) 506-07-91,78,37.6206445834923000,55.7694081420101000
Ресторан «О-ДЕ-ВИ Рансье»,Центральный административный округ,Пресненский район,"Зоологическая улица, дом 12, корпус 1",(495) 254-20-33,75,37.5825829960237000,55.7645967684514000
Ла Маре,Центральный административный округ,Тверской район,"улица Петровка, дом 28, строение 1",(495) 650-65-97,50,37.6139567647775000,55.7677925357647000
Ресторан «ТПЦ-СОЮЗПРОДАГРО»,Центральный административный округ,Пресненский район,"Мантулинская улица, дом 12",(495) 609-41-20,50,37.5536947302338000,55.7567465088576000
Ресторан «Акварель»,Центральный административный округ,Пресненский район,"улица Красная Пресня, дом 36, строение 1",(499) 252-29-27,68,37.5667526947092000,55.7625121526530000
ГРАЦИ,Центральный административный округ,Тверской район,"1-я Тверская-Ямская улица, дом 34",(495) 285-30-00,80,37.5865803158539000,55.7758595197524000
МАКДОНАЛЬДС,Центральный административный округ,Тверской район,"Газетный переулок, дом 17",(495) 956-98-18,350,37.6102703541586000,55.7586891747794000
Владимир,Центральный административный округ,Тверской район,"1-я Тверская-Ямская улица, дом 19",(495) 771-79-40,90,37.5877852766447000,55.7745442146318000
МЕТРОПОЛИС,Центральный административный округ,Тверской район,"Садовая-Триумфальная улица, дом 4-10",(495) 699-79-74,120,37.5996492375074000,55.7706467931346000
САМОБРАНКА,Центральный административный округ,Тверской район,"Тверская улица, дом 26/1",(495) 937-00-00,120,37.5992532207402000,55.7683752592947000
СКАНДИНАВИЯ,Центральный административный округ,Тверской район,"Малый Палашёвский переулок, дом 7",(495) 937-56-30,150,37.6024110310549000,55.7654152040838000
ЦЕНТРАЛЬНЫЙ ДОМ УЧЕНЫХ РАН,Центральный административный округ,район Хамовники,"улица Пречистенка, дом 16/2",(499) 766-91-02,140,37.5966040028306000,55.7432763834613000
РУССКИЙ ПОГРЕБОК,Центральный административный округ,Тверской район,"Тверская улица, дом 26/1",(495) 937-00-00,90,37.5992101901442000,55.7683815964562000
ЦЕНТР СЕРВИС-Л,Центральный административный округ,Тверской район,"улица Сущёвский Вал, дом 2",(495) 927-14-89,40,37.5904198396145000,55.7912995251860000
СТУДИОРУМ,Центральный административный округ,Тверской район,"Моховая улица, дом 11, строение 1",(495) 603-65-63,75,37.6117143931830710,55.7554596314471100
ТИФЛИССКИЙ ДВОРИК,Центральный административный округ,район Хамовники,"улица Остоженка, дом 32, строение 1",(495) 733-90-70,100,37.5956530493948000,55.7397707329030000
РЕСТОРА БСА VIP -КЛУБ С «ПРЕСС-ЦЕНТРОМ»,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 1",(499) 201-10-85,20,37.5554436529295610,55.7156343293607820
ЕСЕНИН,Центральный административный округ,район Хамовники,"Смоленская улица, дом 5",(495) 725-03-12,50,37.5802371590029000,55.7453958020153000
ЦИМУС ФУД,Центральный административный округ,район Хамовники,"Большой Саввинский переулок, дом 9, строение 2",(499) 248-07-73,55,37.5691672362921000,55.7352817855335000
СТОЛОВАЯ,Центральный административный округ,район Хамовники,"Кремлёвская набережная, дом 1, строение 2",(495) 637-26-87,56,37.6106862006423000,55.7476094932438000
К.Г.Б.,Восточный административный округ,район Соколиная Гора,"Медовый переулок, дом 5, строение 2",(926) 216-66-45,40,37.7094193922111000,55.7830030399746000
ГРАНДЪ-АЛЕКСАНДР,Центральный административный округ,Тверской район,"Тверская улица, дом 26/1",(495) 937-00-00,50,37.5994488704035000,55.7683546798980000
ЛУНА,Восточный административный округ,район Сокольники,"улица Гастелло, дом 37",(499) 268-37-96,98,37.6896997915322000,55.7840558073774000
ГАВАНЬ В ХАМОВНИКАХ,Центральный административный округ,район Хамовники,"улица Россолимо, дом 7",(499) 246-94-32,130,37.5828800744084000,55.7358104849943000
СТОЛИЧНЫЙ,Центральный административный округ,район Хамовники,"Смоленская улица, дом 5",(495) 725-01-00,50,37.5804952068604000,55.7453821372845000
Гамбринус,Центральный административный округ,район Хамовники,"Зубовский бульвар, дом 13, строение 2",(499) 255-29-12,50,37.5923093504047000,55.7354593350477000
ACCENTI,Центральный административный округ,район Хамовники,"Кропоткинский переулок, дом 7, строение 2-4",(499) 246-15-15,45,37.5931670890874000,55.7375742426673000
КОРЧМА ТАРАС БУЛЬБА,Центральный административный округ,район Хамовники,"Большой Лёвшинский переулок, дом 19",(499) 246-19-23,50,37.5854536442993000,55.7412023101402000
РЕСТОРАН КОРЧМА «У ДЕДА ЩУКАРЯ»,Центральный административный округ,район Хамовники,"Усачёва улица, дом 64",(499) 245-50-90,44,37.5617846586510000,55.7244346822564000
ХАМОВНИКИ,Центральный административный округ,район Хамовники,"улица Льва Толстого, дом 23, строение 3",(499) 248-39-31,120,37.5845275407511000,55.7352641336277000
5 СПЕЦИЙ,Центральный административный округ,район Хамовники,"переулок Сивцев Вражек, дом 3",(495) 690-19-13,45,37.5984941023622000,55.7470528011811000
КОНСУЛ,Центральный административный округ,район Хамовники,"улица Остоженка, дом 53/2, строение 1",(903) 509-71-88,96,37.5953041638078000,55.7357680418676000
БЕРГШТАЙН-бар,Центральный административный округ,район Хамовники,"Большая Пироговская улица, дом 37-43, корпус А",(499) 248-24-97,50,37.5640041692577000,55.7285445929733000
РЕСТОРАН CASUAL,Центральный административный округ,район Хамовники,"1-й Обыденский переулок, дом 3",(495) 775-23-10,65,37.6033199457755000,55.7426346314526000
25 КАДР,Центральный административный округ,район Хамовники,"Смоленская-Сенная площадь, дом 23/25",(499) 244-09-53,50,37.5829329555407000,55.7439921926720000
Ресторан «Темпл бар»,Северный административный округ,Войковский район,"площадь Ганецкого, дом 1",(495) 995-92-80,96,37.5004304958078000,55.8205334219676000
РЕСТОРАН ПРИ ГОСТИНИЦЕ «ЮНОСТЬ»,Центральный административный округ,район Хамовники,"улица Хамовнический Вал, дом 34",(499) 242-04-16,86,37.5637505263238860,55.7220204946147670
Чайхона №1,Северный административный округ,район Левобережный,"Флотская улица, дом 3",(495) 456-01-28,300,37.4853563659685000,55.8506378487217000
Планета Суши и Эль Патио,Северный административный округ,Войковский район,"площадь Ганецкого, дом 1",(499) 150-38-34,266,37.5001241334745000,55.8204689312908000
ВОЯЖ,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 37, корпус 5",(495) 940-61-53,50,37.5428434835491000,55.7946446492939000
МЕТРО - РЕСТОРАН,Северный административный округ,район Левобережный,"Ленинградское шоссе, дом 71Г",(495) 502-10-81,45,37.4473461137837000,55.8762569660013000
Парк Хаус,Северный административный округ,район Левобережный,"Ленинградское шоссе, дом 53А",(495) 234-17-90,95,37.4670442567881000,55.8549148651635000
БРАЙТОН КОРПОРЕЙШН,Северный административный округ,Савёловский район,"Петровско-Разумовский проезд, дом 29",(495) 614-95-11,60,37.5615760313112000,55.8041554915201000
ЙОРКШИР,Северный административный округ,Хорошёвский район,"улица Гризодубовой, дом 4, корпус 1",(495) 502-68-80,50,37.5274207476631000,55.7831888575915000
ХУТОРОК,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 37, корпус 3",(495) 755-92-95,95,37.5448143849424000,55.7934606815865000
ГАРДЕН,Северный административный округ,Хорошёвский район,"3-я Песчаная улица, дом 2",(499) 725-09-05,80,37.5176671633912000,55.7929292922072000
Ресторан ЧАША ГРААЛЯ,Северо-Восточный административный округ,район Бибирево,"Шенкурский проезд, дом 14",(499) 207-24-02,92,37.5914451108994000,55.8976745649577000
Кафе «Драйв»,Северо-Восточный административный округ,Алексеевский район,"улица Павла Корчагина, дом 2",(495) 615-96-51,50,37.6567006624250000,55.8105640989269000
КАЙНА,Северо-Восточный административный округ,район Марфино,"Ботаническая улица, дом 29, корпус 3",(495) 619-31-90,60,37.5918764447615000,55.8342379091139000
Ресторан «ТВИН ПИГС»,Северо-Восточный административный округ,Останкинский район,"улица Академика Королёва, дом 19, строение 1",(499) 215-11-12,350,37.6045459225011000,55.8211118779835000
БЕЛЫЙ РОЯЛЬ,Северо-Восточный административный округ,район Марфино,"Ботаническая улица, дом 41, корпус 7",(499) 956-86-04,60,37.5840055357038000,55.8461753668318000
РЕСТОРАН БАНКЕТНЫЙ ЗАЛ «ЯНИС»,Восточный административный округ,район Восточное Измайлово,"Первомайская улица, дом 116",(495) 464-36-08,30,37.8185018477642320,55.7928665403922180
Ресторан «ПАША»,Северо-Восточный административный округ,Останкинский район,"1-я Останкинская улица, дом 33Б",(495) 602-20-56,200,37.6257524727351000,55.8258586832998000
Ресторан «ГРАБЛИ»,Северо-Восточный административный округ,Останкинский район,"проспект Мира, дом 99",(495) 602-46-62,326,37.6360769634301000,55.8103726528214000
РЕСТОРАН «БАЙКАЛ»,Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 15, строение 3",(499) 189-80-28,290,37.6381661071632000,55.8366854676874000
ГОЛОДНЫЕ УТКИ,Восточный административный округ,район Измайлово,"Первомайская улица, дом 46",(495) 165-50-38,48,37.7894457803794000,55.7928358050364000
Якитория,Центральный административный округ,район Хамовники,"Комсомольский проспект, дом 24, строение 1",(926) 472-73-87,150,37.5813148232225000,55.7280572937686000
ПАПА ДЖОНС,Центральный административный округ,район Хамовники,"Комсомольский проспект, дом 24, строение 1",(495) 995-10-72,85,37.5805570068620000,55.7280653935662000
ЧАЙХОНА №1,Северо-Западный административный округ,район Митино,"Пятницкое шоссе, дом 39",(495) 258-75-50,150,37.3553164087385000,55.8551643505739000
РЕСТОРАН «МАКДОНАЛДС»,Северо-Западный административный округ,район Митино,"Пятницкое шоссе, дом 39",(495) 753-40-05,123,37.3554610126117000,55.8550936535982000
РЕСТОРАН «ЧАЙХОНА №1»,Северо-Западный административный округ,район Митино,"Пятницкое шоссе, дом 3",(499) 131-48-38,250,37.3861315611039000,55.8358760766397000
РЕСТОРАН САЛЮТ,Восточный административный округ,район Соколиная Гора,"проспект Будённого, дом 21",(499) 369-85-87,130,37.7272721754144000,55.7720936094209000
РЕСТОРАН «НОРД-ВЕСТ»,Северо-Западный административный округ,район Митино,"улица Барышиха, дом 21, корпус 3",(495) 752-48-01,32,37.3481916956830000,55.8448892454567000
GEORGE,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 2/1, строение 1",(903) 008-81-08,143,37.5677786949896000,55.7518959892461000
Чайхана №1,Центральный административный округ,Тверской район,"Садовая-Самотёчная улица, дом 20, строение 1",(495) 234-02-33,40,37.6195556079401000,55.7733241547174000
Остерия Бьянка,Центральный административный округ,Тверской район,"улица Бутырский Вал, дом 10",(495) 508-25-17,98,37.5859652314992000,55.7781994048772000
Двор,Центральный административный округ,Тверской район,"Садовая-Самотёчная улица, дом 20, строение 1",(495) 724-76-27,55,37.6193133695468000,55.7733130509803000
ШПАТЕН-ХАУС,Центральный административный округ,Тверской район,"2-я Тверская-Ямская улица, дом 2",(495) 617-60-25,70,37.5967165101049000,55.7707467946903000
Бифхаус,Центральный административный округ,Тверской район,"улица Бутырский Вал, дом 5, строение 2",(495) 363-18-73,90,37.5849621930483000,55.7785729015946000
Чайхона № 1,Центральный административный округ,Тверской район,"Пушкинская площадь, дом 2",(495) 255-11-66,500,37.6070526523624000,55.7661804856090000
Британская Королева,Центральный административный округ,Тверской район,"улица Большая Дмитровка, дом 5/6, строение 1",(495) 226-23-23,170,37.6152655740736000,55.7603811641466000
Тибон,Центральный административный округ,Тверской район,"улица Петровка, дом 30/7",(495) 650-68-87,105,37.6139087006200000,55.7681660114374000
Zupperia,Центральный административный округ,Тверской район,"Садовая-Самотёчная улица, дом 20, строение 1",(915) 391-83-09,35,37.6194287895807000,55.7733082231288000
Теремок,Центральный административный округ,Тверской район,"Новослободская улица, дом 5, строение 1",(495) 956-27-30,43,37.6005341530053000,55.7794263134560000
Симачев,Центральный административный округ,Тверской район,"Столешников переулок, дом 12, строение 2",(495) 926-47-08,50,37.6144502909081000,55.7627495598776000
МОЙЧОЙС,Юго-Западный административный округ,Гагаринский район,"улица Косыгина, дом 15",(499) 939-80-48,92,37.5644352661198000,55.7056207790856000
КАРТЛЭНД КЛАБ,Западный административный округ,район Дорогомилово,"площадь Киевского Вокзала, дом 2",(495) 921-44-44,56,37.5659800000000030,55.7445689999999980
Ресторан «Старый дуб»,Юго-Восточный административный округ,район Кузьминки,"улица Юных Ленинцев, дом 115",(499) 172-59-29,178,37.7857980000000000,55.6977609999999000
КАРАВАН ПРОЖЕКТ,Юго-Восточный административный округ,район Лефортово,"2-й Кабельный проезд, дом 1",(495) 744-52-52,91,37.7162880000000000,55.7479369990000000
«МИРАЖ»,Юго-Восточный административный округ,район Капотня,"2-й квартал Капотня, дом 20А",(917) 515-35-65,80,37.7989309153435000,55.6381763054751000
ВОЛЕРТО,Юго-Западный административный округ,район Черёмушки,"Нахимовский проспект, дом 35, корпус 2",(495) 129-89-44,150,37.5752445684503000,55.6727306212058000
КАЛИПСО-21 век,Юго-Восточный административный округ,Рязанский район,"улица Академика Скрябина, дом 14, корпус 1",(495) 919-17-61,60,37.7950000000000000,55.7116840000000000
РЕСТОРАН ГОСТИНИЦЫ «ДАНИЛОВСКАЯ»,Южный административный округ,Даниловский район,"Большой Староданиловский переулок, дом 5",(495) 954-05-17,200,37.6276844216776070,55.7097020170102010
ФИШ ХАУС,Западный административный округ,район Дорогомилово,"площадь Киевского Вокзала, дом 2",(495) 229-79-16,100,37.5659800000000030,55.7445689999999980
Ресторан «ТРОЙКА»,Юго-Западный административный округ,район Тёплый Стан,"улица Генерала Тюленева, дом 4А, строение 1",(495) 339-68-44,90,37.4839421735832000,55.6258256123031000
ГУД БИР БАР,Северный административный округ,район Беговой,"улица Расковой, дом 14",(495) 614-61-91,95,37.5722015589861000,55.7866065077245000
ПИВКО,Северо-Западный административный округ,район Хорошёво-Мнёвники,"улица Народного Ополчения, дом 28, корпус 1",(495) 946-92-72,130,37.4806929552485000,55.7806789443670000
АЗИЯ БОКС БУРГЕР БОКС,Западный административный округ,район Дорогомилово,"площадь Киевского Вокзала, дом 2",(499) 713-40-54,50,37.5659800000000030,55.7445689999999980
СТЕЙК ХАУС,Западный административный округ,район Дорогомилово,"площадь Киевского Вокзала, дом 2",(495) 229-79-16,70,37.5659800000000030,55.7445689999999980
Колбасофф,Восточный административный округ,район Сокольники,"Русаковская улица, дом 27",(495) 276-77-08,200,37.6773401723922000,55.7869756552068000
НАДЕЖДА,Северный административный округ,Бескудниковский район,"Дмитровское шоссе, дом 58",(495) 748-68-98,60,37.5678497181960000,55.8506405197269000
Гамбринус,Центральный административный округ,Тверской район,"1-я Тверская-Ямская улица, дом 16/23, строение 1",(499) 250-16-66,80,37.5915442197005000,55.7728828368871000
РЕСТОРАН «КОЛБАСОФФ»,Северо-Западный административный округ,район Щукино,"Щукинская улица, дом 42",(495) 229-98-28,168,37.4644586072990000,55.8093468520875000
Молли Гвинн'з,Центральный административный округ,район Якиманка,"улица Коровий Вал, дом 9",(499) 230-11-85,250,37.6187499986709000,55.7289619715992000
ЧЕШСКИЙ РЕСТОРАН «ПРАЖЕЧКА»,Северо-Западный административный округ,район Щукино,"улица Маршала Василевского, дом 17",(499) 190-46-55,75,37.4621840940537000,55.8089368743414000
Хинкальная,Северо-Восточный административный округ,Ярославский район,"Ярославское шоссе, дом 10",(495) 226-90-20,100,37.6817175375066000,55.8535267710389000
ГОНЧАРОВЪ,Северный административный округ,Савёловский район,"Петровско-Разумовский проезд, дом 16",(495) 685-26-90,35,37.5685926900937000,55.7983241833178000
ШВАРЦВАЛЬД,Северный административный округ,район Сокол,"Песчаная улица, дом 3",(499) 158-25-25,98,37.5163558156403000,55.8031381454966000
РЕСТОРАН «ЛОНДОН ГРИЛЬ»,Северо-Восточный административный округ,Алтуфьевский район,"Бибиревская улица, дом 10, корпус 2",(495) 651-91-18,60,37.6028570517676000,55.8816007736285000
Ресторан «БИРШТРАССЕ»,Южный административный округ,район Чертаново Северное,"Балаклавский проспект, дом 7",(495) 785-81-34,92,37.6030365694239000,55.6409372211274000
БИРОДРОМ,Северо-Восточный административный округ,район Южное Медведково,"Полярная улица, дом 1",(495) 472-35-33,200,37.6374366071823000,55.8715154657694000
Денис Давыдов,Северный административный округ,район Сокол,"Ленинградский проспект, дом 80, корпус 17",(499) 780-54-35,350,37.5083824621269000,55.8077103570448000
ДЖОН СИЛЬВЕР,Южный административный округ,район Москворечье-Сабурово,"Каширское шоссе, дом 24, строение 3",(495) 324-16-79,80,37.6470043884346000,55.6548451797673000
КОЛБАСОФФ,Юго-Западный административный округ,район Зюзино,"Симферопольский бульвар, дом 22, корпус 2",(495) 310-85-55,88,37.6048454271378000,55.6473175983308000
ЕРШ,Южный административный округ,Нагорный район,"Варшавское шоссе, дом 86",(499) 619-56-28,98,37.6188637233423440,55.6502860335753060
Ресторан «Пивной»,Северо-Западный административный округ,район Южное Тушино,"улица Свободы, дом 55",(495) 493-47-20,30,37.4520541067551000,55.8497007253687000
НОВЫЕ САЯНЫ,Восточный административный округ,район Гольяново,"Уральская улица, дом 5",(495) 462-06-54,230,37.7976070747959000,55.8136208529252000
БИР МАРКЕТ,Северный административный округ,Савёловский район,"Бутырская улица, дом 69-71, строение 1",(495) 922-11-55,280,37.5825689505194000,55.8026314231326000
СТАРИНА МЮЛЛЕР,Центральный административный округ,Тверской район,"улица Малая Дмитровка, дом 18А, строение 3",(495) 699-85-06,200,37.6059369611334000,55.7712773323206000
Ресторан «ОТРЫВ»,Восточный административный округ,район Северное Измайлово,"9-я Парковая улица, дом 66, корпус 3",(495) 468-00-82,80,37.7998205648490000,55.8068839061206000
Ресторан «СТАРИНА МИЛЛЕР»,Центральный административный округ,Пресненский район,"Шмитовский проезд, дом 2, строение 1",(499) 259-13-73,280,37.5568767943392000,55.7591769476991000
ОКА-2000,Юго-Восточный административный округ,район Лефортово,"Энергетическая улица, дом 22",(495) 361-28-82,60,37.7152740000000000,55.7565470000000000
Ресторан «Макдоналдс»,Юго-Восточный административный округ,район Марьино,"Люблинская улица, дом 165, корпус 1А",(495) 346-02-10,100,37.7462300287315000,55.6492609243868000
ООО «Империал»,Центральный административный округ,район Арбат,"Новинский бульвар, дом 28/35, строение 1А",(499) 256-25-45,70,37.5851794706409000,55.7577129948692000
РЕСТОРАН «ПОРТЕР ХАУС»,Юго-Западный административный округ,Обручевский район,"улица Архитектора Власова, дом 20",(499) 580-26-51,80,37.5433149854419450,55.6707649643645870
СервисЛюкс,Юго-Западный административный округ,район Коньково,"улица Миклухо-Маклая, дом 27А",(495) 336-57-55,150,37.5168611815012480,55.6473997479937810
Жили-Были,Юго-Западный административный округ,район Коньково,"улица Введенского, дом 13Е",(926) 658-59-40,60,37.5410624967636000,55.6418503414416000
Бокончино,Центральный административный округ,Тверской район,"Страстной бульвар, дом 7, строение 1",(495) 518-44-14,50,37.6085623008986000,55.7672614093460000
БЛЭК БУЛЛ ПАБ,Центральный административный округ,Тверской район,"Лихов переулок, дом 6, строение 1",(495) 609-40-89,80,37.6127588899693000,55.7720641583326000
СТАРИНА МЮЛЛЕР,Центральный административный округ,Таганский район,"Воронцовская улица, дом 35Б, корпус 1",(495) 797-20-71,250,37.6626523958264000,55.7342562276367000
БАВАРИУС,Центральный административный округ,район Хамовники,"Комсомольский проспект, дом 21/10",(499) 245-23-95,140,37.5845464693149000,55.7283196129666000
КАРЛ БАЛЛИНГ,Северный административный округ,Хорошёвский район,"проезд Берёзовой Рощи, дом 6",(926) 590-99-22,98,37.5195865861489000,55.7871500018156000
Ресторан «Ёрш»,Юго-Восточный административный округ,район Марьино,"улица Перерва, дом 58",(495) 456-78-99,50,37.7601202377034000,55.6626739028776000
ГИНКГО,Центральный административный округ,Тверской район,"Тверская улица, дом 3",(495) 662-81-90,60,37.6131165248234000,55.7574131336283000
ПИВНОЙ ДВОР,Юго-Западный административный округ,Обручевский район,"Профсоюзная улица, дом 56",(495) 128-49-91,80,37.5524171930741280,55.6701313611698790
Волга,Центральный административный округ,Красносельский район,"Большая Спасская улица, дом 4, строение 1",(495) 783-91-18,90,37.6408992739666810,55.7744178703500920
МИХАИЛ СВЕТЛОВ,Восточный административный округ,район Измайлово,"Измайловское шоссе, дом 71, корпус 4Г-Д",(499) 166-63-48,300,37.7484894451624000,55.7914747182748000
Беллиссима,Центральный административный округ,Красносельский район,"Ольховская улица, дом 23",(499) 391-00-55,70,37.6678520250000000,55.7747017749999830
Ресторан «САДОВОЕ КОЛЬЦО»,Центральный административный округ,Мещанский район,"проспект Мира, дом 14, строение 2",(495) 988-34-60,100,37.6331225312746440,55.7749373332152980
